state,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrollment,total_demographic,total_biometric,total_demo,total_bio,child_ratio,teen_ratio,adult_ratio,bio_demo_ratio
Tamil Nadu,Kanyakumari,629174,14,1,0,20,99,175,58,15,119,233,119,233,0.875,0.0625,0.0,1.9416666666666667
Tamil Nadu,Kanyakumari,629175,10,0,0,11,42,251,96,10,53,347,53,347,0.9090909090909091,0.0,0.0,6.425925925925926
Tamil Nadu,Kanyakumari,629176,1,0,0,7,15,52,25,1,22,77,22,77,0.5,0.0,0.0,3.347826086956522
Tamil Nadu,Kanyakumari,629177,18,1,0,45,206,544,152,19,251,696,251,696,0.9,0.05,0.0,2.761904761904762
Tamil Nadu,Kanyakumari,629178,10,0,0,2,15,51,14,10,17,65,17,65,0.9090909090909091,0.0,0.0,3.611111111111111
Tamil Nadu,Kanyakumari,629179,4,0,0,1,3,4,2,4,4,6,4,6,0.8,0.0,0.0,1.2
Tamil Nadu,Kanyakumari,629180,5,0,0,29,70,74,47,5,99,121,99,121,0.8333333333333334,0.0,0.0,1.21
Tamil Nadu,Kanyakumari,629193,8,0,0,20,85,78,43,8,105,121,105,121,0.8888888888888888,0.0,0.0,1.1415094339622642
Tamil Nadu,Kanyakumari,629201,3,0,1,19,104,103,83,4,123,186,123,186,0.6,0.0,0.2,1.5
Tamil Nadu,Kanyakumari,629202,3,1,0,20,62,22,5,4,82,27,82,27,0.6,0.2,0.0,0.3253012048192771
Tamil Nadu,Kanyakumari,629203,3,0,0,1,7,65,71,3,8,136,8,136,0.75,0.0,0.0,15.11111111111111
Tamil Nadu,Kanyakumari,629204,3,0,0,7,11,13,3,3,18,16,18,16,0.75,0.0,0.0,0.8421052631578947
Tamil Nadu,Kanyakumari,629251,13,0,0,56,178,439,124,13,234,563,234,563,0.9285714285714286,0.0,0.0,2.3957446808510636
Tamil Nadu,Kanyakumari,629252,8,1,0,13,27,261,144,9,40,405,40,405,0.8,0.1,0.0,9.878048780487806
Tamil Nadu,Kanyakumari,629301,6,1,0,10,29,112,95,7,39,207,39,207,0.75,0.125,0.0,5.175
Tamil Nadu,Kanyakumari,629302,9,1,0,11,30,115,104,10,41,219,41,219,0.8181818181818182,0.09090909090909091,0.0,5.214285714285714
Tamil Nadu,Kanyakumari,629305,1,0,0,0,1,1,1,1,1,2,1,2,0.5,0.0,0.0,1.0
Tamil Nadu,Kanyakumari,629401,6,0,0,8,38,109,108,6,46,217,46,217,0.8571428571428571,0.0,0.0,4.617021276595745
Tamil Nadu,Kanyakumari,629402,5,0,0,1,9,39,38,5,10,77,10,77,0.8333333333333334,0.0,0.0,7.0
Tamil Nadu,Kanyakumari,629403,6,0,0,5,7,8,4,6,12,12,12,12,0.8571428571428571,0.0,0.0,0.9230769230769231
Tamil Nadu,Kanyakumari,629501,14,1,0,49,192,239,230,15,241,469,241,469,0.875,0.0625,0.0,1.93801652892562
Tamil Nadu,Kanyakumari,629502,15,0,0,7,23,101,124,15,30,225,30,225,0.9375,0.0,0.0,7.258064516129032
Tamil Nadu,Kanyakumari,629601,6,1,0,26,125,118,135,7,151,253,151,253,0.75,0.125,0.0,1.6644736842105263
Tamil Nadu,Kanyakumari,629602,11,1,0,42,166,218,212,12,208,430,208,430,0.8461538461538461,0.07692307692307693,0.0,2.0574162679425836
Tamil Nadu,Kanyakumari,629701,4,0,0,2,12,93,56,4,14,149,14,149,0.8,0.0,0.0,9.933333333333334
Tamil Nadu,Kanyakumari,629702,23,1,0,10,52,214,158,24,62,372,62,372,0.92,0.04,0.0,5.904761904761905
Tamil Nadu,Kanyakumari,629703,2,0,0,4,15,68,61,2,19,129,19,129,0.6666666666666666,0.0,0.0,6.45
Tamil Nadu,Kanyakumari,629704,3,1,0,9,29,120,103,4,38,223,38,223,0.6,0.2,0.0,5.717948717948718
Tamil Nadu,Kanyakumari,629801,1,0,0,10,18,95,86,1,28,181,28,181,0.5,0.0,0.0,6.241379310344827
Tamil Nadu,Kanyakumari,629802,21,3,0,21,63,393,252,24,84,645,84,645,0.84,0.12,0.0,7.588235294117647
Tamil Nadu,Kanyakumari,629803,6,0,0,11,27,6,7,6,38,13,38,13,0.8571428571428571,0.0,0.0,0.3333333333333333
Tamil Nadu,Kanyakumari,629804,4,0,0,23,69,114,69,4,92,183,92,183,0.8,0.0,0.0,1.967741935483871
Tamil Nadu,Kanyakumari,629805,2,0,0,0,1,3,0,2,1,3,1,3,0.6666666666666666,0.0,0.0,1.5
Tamil Nadu,Kanyakumari,629809,10,0,0,2,13,105,82,10,15,187,15,187,0.9090909090909091,0.0,0.0,11.6875
Tamil Nadu,Kanyakumari,629810,5,0,0,3,8,20,5,5,11,25,11,25,0.8333333333333334,0.0,0.0,2.0833333333333335
Tamil Nadu,Kanyakumari,629851,8,1,0,4,20,164,99,9,24,263,24,263,0.8,0.1,0.0,10.52
Tamil Nadu,Kanyakumari,629852,3,1,0,9,48,98,59,4,57,157,57,157,0.6,0.2,0.0,2.706896551724138
Tamil Nadu,Kanyakumari,629901,9,0,0,6,28,63,71,9,34,134,34,134,0.9,0.0,0.0,3.8285714285714287
Tamil Nadu,Karur,621301,64,14,0,13,89,844,1067,78,102,1911,102,1911,0.810126582278481,0.17721518987341772,0.0,18.553398058252426
Tamil Nadu,Karur,621311,37,11,0,19,124,963,1079,48,143,2042,143,2042,0.7551020408163265,0.22448979591836735,0.0,14.180555555555555
Tamil Nadu,Karur,621313,192,29,0,37,140,1860,1796,221,177,3656,177,3656,0.8648648648648649,0.13063063063063063,0.0,20.53932584269663
Tamil Nadu,Karur,621315,8,2,0,0,11,76,90,10,11,166,11,166,0.7272727272727273,0.18181818181818182,0.0,13.833333333333334
Tamil Nadu,Karur,638151,2,1,0,2,10,46,35,3,12,81,12,81,0.5,0.25,0.0,6.230769230769231
Tamil Nadu,Karur,639001,22,4,0,39,349,574,910,26,388,1484,388,1484,0.8148148148148148,0.14814814814814814,0.0,3.814910025706941
Tamil Nadu,Karur,639002,56,13,0,80,710,780,1413,69,790,2193,790,2193,0.8,0.18571428571428572,0.0,2.7724399494311
Tamil Nadu,Karur,639003,28,7,0,19,107,440,693,35,126,1133,126,1133,0.7777777777777778,0.19444444444444445,0.0,8.921259842519685
Tamil Nadu,Karur,639004,42,14,0,48,558,993,1385,56,606,2378,606,2378,0.7368421052631579,0.24561403508771928,0.0,3.9176276771004943
Tamil Nadu,Karur,639005,51,7,0,22,115,662,1028,58,137,1690,137,1690,0.864406779661017,0.11864406779661017,0.0,12.246376811594203
Tamil Nadu,Karur,639006,45,8,0,90,637,830,1013,53,727,1843,727,1843,0.8333333333333334,0.14814814814814814,0.0,2.5315934065934065
Tamil Nadu,Karur,639007,3,0,0,1,16,49,41,3,17,90,17,90,0.75,0.0,0.0,5.0
Tamil Nadu,Karur,639008,2,1,0,3,21,0,1,3,24,1,24,1,0.5,0.25,0.0,0.04
Tamil Nadu,Karur,639102,84,33,0,34,344,605,706,117,378,1311,378,1311,0.711864406779661,0.2796610169491525,0.0,3.45910290237467
Tamil Nadu,Karur,639103,11,1,0,1,7,75,173,12,8,248,8,248,0.8461538461538461,0.07692307692307693,0.0,27.555555555555557
Tamil Nadu,Karur,639104,21,5,0,16,107,365,525,26,123,890,123,890,0.7777777777777778,0.18518518518518517,0.0,7.17741935483871
Tamil Nadu,Karur,639105,38,5,0,15,80,579,802,43,95,1381,95,1381,0.8636363636363636,0.11363636363636363,0.0,14.385416666666666
Tamil Nadu,Karur,639106,1,0,0,0,2,0,3,1,2,3,2,3,0.5,0.0,0.0,1.0
Tamil Nadu,Karur,639107,37,4,0,20,107,384,652,41,127,1036,127,1036,0.8809523809523809,0.09523809523809523,0.0,8.09375
Tamil Nadu,Karur,639108,12,3,0,7,35,183,270,15,42,453,42,453,0.75,0.1875,0.0,10.534883720930232
Tamil Nadu,Karur,639109,13,8,0,14,29,191,236,21,43,427,43,427,0.5909090909090909,0.36363636363636365,0.0,9.704545454545455
Tamil Nadu,Karur,639110,74,15,0,33,524,691,1317,89,557,2008,557,2008,0.8222222222222222,0.16666666666666666,0.0,3.598566308243728
Tamil Nadu,Karur,639111,6,3,0,9,44,203,279,9,53,482,53,482,0.6,0.3,0.0,8.925925925925926
Tamil Nadu,Karur,639113,22,2,0,27,329,416,435,24,356,851,356,851,0.88,0.08,0.0,2.38375350140056
Tamil Nadu,Karur,639114,34,7,0,46,340,492,744,41,386,1236,386,1236,0.8095238095238095,0.16666666666666666,0.0,3.193798449612403
Tamil Nadu,Karur,639116,11,2,0,3,32,179,260,13,35,439,35,439,0.7857142857142857,0.14285714285714285,0.0,12.194444444444445
Tamil Nadu,Karur,639117,26,4,1,31,297,331,386,31,328,717,328,717,0.8125,0.125,0.03125,2.1793313069908815
Tamil Nadu,Karur,639118,31,6,0,5,52,439,598,37,57,1037,57,1037,0.8157894736842105,0.15789473684210525,0.0,17.879310344827587
Tamil Nadu,Karur,639119,40,9,0,8,66,842,622,49,74,1464,74,1464,0.8,0.18,0.0,19.52
Tamil Nadu,Karur,639120,78,33,0,61,187,987,1278,111,248,2265,248,2265,0.6964285714285714,0.29464285714285715,0.0,9.096385542168674
Tamil Nadu,Karur,639136,7,1,0,7,19,109,161,8,26,270,26,270,0.7777777777777778,0.1111111111111111,0.0,10.0
Tamil Nadu,Karur,639201,18,5,0,10,64,235,328,23,74,563,74,563,0.75,0.20833333333333334,0.0,7.506666666666667
Tamil Nadu,Karur,639202,13,3,0,2,33,154,224,16,35,378,35,378,0.7647058823529411,0.17647058823529413,0.0,10.5
Tamil Nadu,Karur,639203,3,2,0,2,22,167,177,5,24,344,24,344,0.5,0.3333333333333333,0.0,13.76
Tamil Nadu,Karur,639205,30,10,0,25,272,543,539,40,297,1082,297,1082,0.7317073170731707,0.24390243902439024,0.0,3.6308724832214767
Tamil Nadu,Karur,639206,10,1,0,9,29,146,318,11,38,464,38,464,0.8333333333333334,0.08333333333333333,0.0,11.897435897435898
Tamil Nadu,Karur,639207,37,10,0,46,256,567,566,47,302,1133,302,1133,0.7708333333333334,0.20833333333333334,0.0,3.7392739273927393
Tamil Nadu,Krishnagiri,635001,116,15,1,336,1377,3164,2618,132,1713,5782,1713,5782,0.8721804511278195,0.11278195488721804,0.007518796992481203,3.3733955659276544
Tamil Nadu,Krishnagiri,635002,16,6,0,26,106,649,608,22,132,1257,132,1257,0.6956521739130435,0.2608695652173913,0.0,9.451127819548873
Tamil Nadu,Krishnagiri,635101,17,2,0,31,320,505,437,19,351,942,351,942,0.85,0.1,0.0,2.6761363636363638
Tamil Nadu,Krishnagiri,635102,37,26,0,37,154,1003,957,63,191,1960,191,1960,0.578125,0.40625,0.0,10.208333333333334
Tamil Nadu,Krishnagiri,635103,14,5,0,24,104,537,530,19,128,1067,128,1067,0.7,0.25,0.0,8.271317829457365
Tamil Nadu,Krishnagiri,635104,39,1,0,62,401,1507,1034,40,463,2541,463,2541,0.9512195121951219,0.024390243902439025,0.0,5.476293103448276
Tamil Nadu,Krishnagiri,635105,14,10,0,53,568,781,687,24,621,1468,621,1468,0.56,0.4,0.0,2.360128617363344
Tamil Nadu,Krishnagiri,635106,5,0,0,9,40,203,212,5,49,415,49,415,0.8333333333333334,0.0,0.0,8.3
Tamil Nadu,Krishnagiri,635107,75,12,0,122,1062,2373,2108,87,1184,4481,1184,4481,0.8522727272727273,0.13636363636363635,0.0,3.781434599156118
Tamil Nadu,Krishnagiri,635108,22,4,0,27,125,570,380,26,152,950,152,950,0.8148148148148148,0.14814814814814814,0.0,6.209150326797386
Tamil Nadu,Krishnagiri,635109,137,34,0,397,2512,4032,3934,171,2909,7966,2909,7966,0.7965116279069767,0.19767441860465115,0.0,2.7374570446735396
Tamil Nadu,Krishnagiri,635110,30,9,0,22,104,795,757,39,126,1552,126,1552,0.75,0.225,0.0,12.220472440944881
Tamil Nadu,Krishnagiri,635111,3,0,0,8,19,43,34,3,27,77,27,77,0.75,0.0,0.0,2.75
Tamil Nadu,Krishnagiri,635112,51,8,0,55,251,1642,1637,59,306,3279,306,3279,0.85,0.13333333333333333,0.0,10.680781758957655
Tamil Nadu,Krishnagiri,635113,27,8,0,58,296,1143,1089,35,354,2232,354,2232,0.75,0.2222222222222222,0.0,6.2873239436619714
Tamil Nadu,Krishnagiri,635114,13,5,0,5,47,664,562,18,52,1226,52,1226,0.6842105263157895,0.2631578947368421,0.0,23.132075471698112
Tamil Nadu,Krishnagiri,635115,22,3,0,81,507,1244,798,25,588,2042,588,2042,0.8461538461538461,0.11538461538461539,0.0,3.466893039049236
Tamil Nadu,Krishnagiri,635116,57,6,0,53,468,1120,1068,63,521,2188,521,2188,0.890625,0.09375,0.0,4.1915708812260535
Tamil Nadu,Krishnagiri,635117,101,18,0,150,999,1592,1211,119,1149,2803,1149,2803,0.8416666666666667,0.15,0.0,2.437391304347826
Tamil Nadu,Krishnagiri,635118,27,7,0,18,184,851,1185,34,202,2036,202,2036,0.7714285714285715,0.2,0.0,10.029556650246306
Tamil Nadu,Krishnagiri,635119,18,5,0,14,86,618,432,23,100,1050,100,1050,0.75,0.20833333333333334,0.0,10.396039603960396
Tamil Nadu,Krishnagiri,635120,18,3,0,50,446,660,541,21,496,1201,496,1201,0.8181818181818182,0.13636363636363635,0.0,2.4164989939637826
Tamil Nadu,Krishnagiri,635121,44,5,0,64,640,1954,1042,49,704,2996,704,2996,0.88,0.1,0.0,4.249645390070922
Tamil Nadu,Krishnagiri,635122,44,5,0,37,167,979,765,49,204,1744,204,1744,0.88,0.1,0.0,8.507317073170732
Tamil Nadu,Krishnagiri,635123,11,1,0,11,32,454,344,12,43,798,43,798,0.8461538461538461,0.07692307692307693,0.0,18.136363636363637
Tamil Nadu,Krishnagiri,635124,9,2,0,4,41,152,182,11,45,334,45,334,0.75,0.16666666666666666,0.0,7.260869565217392
Tamil Nadu,Krishnagiri,635126,35,10,0,52,279,1148,1078,45,331,2226,331,2226,0.7608695652173914,0.21739130434782608,0.0,6.704819277108434
Tamil Nadu,Krishnagiri,635201,24,2,0,16,99,607,569,26,115,1176,115,1176,0.8888888888888888,0.07407407407407407,0.0,10.137931034482758
Tamil Nadu,Krishnagiri,635203,51,11,0,52,253,1911,1167,62,305,3078,305,3078,0.8095238095238095,0.1746031746031746,0.0,10.058823529411764
Tamil Nadu,Krishnagiri,635204,19,3,0,15,107,714,662,22,122,1376,122,1376,0.8260869565217391,0.13043478260869565,0.0,11.1869918699187
Tamil Nadu,Krishnagiri,635206,47,11,0,58,196,1125,1284,58,254,2409,254,2409,0.7966101694915254,0.1864406779661017,0.0,9.447058823529412
Tamil Nadu,Krishnagiri,635207,59,8,0,59,272,1206,899,67,331,2105,331,2105,0.8676470588235294,0.11764705882352941,0.0,6.340361445783133
Tamil Nadu,Krishnagiri,635304,38,11,0,42,135,818,612,49,177,1430,177,1430,0.76,0.22,0.0,8.03370786516854
Tamil Nadu,Krishnagiri,635306,43,6,0,50,395,842,528,49,445,1370,445,1370,0.86,0.12,0.0,3.071748878923767
Tamil Nadu,Krishnagiri,635307,77,11,0,62,263,1189,859,88,325,2048,325,2048,0.8651685393258427,0.12359550561797752,0.0,6.282208588957055
Tamil Nadu,Krishnagiri,636806,3,1,0,6,34,147,220,4,40,367,40,367,0.6,0.2,0.0,8.951219512195122
Tamil Nadu,Krishnagiri,636812,2,0,0,1,3,4,2,2,4,6,4,6,0.6666666666666666,0.0,0.0,1.2
Tamil Nadu,Krishnagiri,636902,9,1,0,9,40,258,136,10,49,394,49,394,0.8181818181818182,0.09090909090909091,0.0,7.88
Tamil Nadu,Madurai,625001,158,26,1,140,1267,2361,4329,185,1407,6690,1407,6690,0.8494623655913979,0.13978494623655913,0.005376344086021506,4.751420454545454
Tamil Nadu,Madurai,625002,94,13,0,47,317,1720,4510,107,364,6230,364,6230,0.8703703703703703,0.12037037037037036,0.0,17.068493150684933
Tamil Nadu,Madurai,625003,52,9,0,99,796,1426,1882,61,895,3308,895,3308,0.8387096774193549,0.14516129032258066,0.0,3.6919642857142856
Tamil Nadu,Madurai,625004,11,2,0,37,269,447,508,13,306,955,306,955,0.7857142857142857,0.14285714285714285,0.0,3.1107491856677525
Tamil Nadu,Madurai,625005,38,1,0,138,706,1083,1528,39,844,2611,844,2611,0.95,0.025,0.0,3.089940828402367
Tamil Nadu,Madurai,625006,38,4,0,42,247,1220,1167,42,289,2387,289,2387,0.8837209302325582,0.09302325581395349,0.0,8.23103448275862
Tamil Nadu,Madurai,625007,58,9,2,55,434,1069,1882,69,489,2951,489,2951,0.8285714285714286,0.12857142857142856,0.02857142857142857,6.022448979591837
Tamil Nadu,Madurai,625008,34,2,0,21,77,523,431,36,98,954,98,954,0.918918918918919,0.05405405405405406,0.0,9.636363636363637
Tamil Nadu,Madurai,625009,177,19,1,206,1579,3333,4932,197,1785,8265,1785,8265,0.8939393939393939,0.09595959595959595,0.005050505050505051,4.627659574468085
Tamil Nadu,Madurai,625011,109,14,0,76,465,1897,2980,123,541,4877,541,4877,0.8790322580645161,0.11290322580645161,0.0,8.998154981549815
Tamil Nadu,Madurai,625012,65,5,0,261,1783,2017,2806,70,2044,4823,2044,4823,0.9154929577464789,0.07042253521126761,0.0,2.3584352078239608
Tamil Nadu,Madurai,625014,58,11,0,141,1232,1494,2867,69,1373,4361,1373,4361,0.8285714285714286,0.15714285714285714,0.0,3.1739446870451236
Tamil Nadu,Madurai,625016,167,28,0,273,2468,3237,5100,195,2741,8337,2741,8337,0.8520408163265306,0.14285714285714285,0.0,3.0404814004376366
Tamil Nadu,Madurai,625017,192,20,13,87,462,1240,2570,225,549,3810,549,3810,0.8495575221238938,0.08849557522123894,0.05752212389380531,6.927272727272728
Tamil Nadu,Madurai,625018,113,22,0,110,582,1409,3201,135,692,4610,692,4610,0.8308823529411765,0.16176470588235295,0.0,6.6522366522366525
Tamil Nadu,Madurai,625019,37,7,0,34,212,690,970,44,246,1660,246,1660,0.8222222222222222,0.15555555555555556,0.0,6.720647773279352
Tamil Nadu,Madurai,625020,160,22,0,217,1641,2172,4040,182,1858,6212,1858,6212,0.8743169398907104,0.12021857923497267,0.0,3.3415814954276493
Tamil Nadu,Madurai,625021,13,1,0,9,34,264,267,14,43,531,43,531,0.8666666666666667,0.06666666666666667,0.0,12.068181818181818
Tamil Nadu,Madurai,625022,50,3,0,60,263,1236,1163,53,323,2399,323,2399,0.9259259259259259,0.05555555555555555,0.0,7.404320987654321
Tamil Nadu,Madurai,625101,87,15,0,53,565,660,1402,102,618,2062,618,2062,0.8446601941747572,0.14563106796116504,0.0,3.3311793214862684
Tamil Nadu,Madurai,625102,15,2,0,10,51,405,380,17,61,785,61,785,0.8333333333333334,0.1111111111111111,0.0,12.661290322580646
Tamil Nadu,Madurai,625103,121,11,0,63,511,710,1040,132,574,1750,574,1750,0.9097744360902256,0.08270676691729323,0.0,3.0434782608695654
Tamil Nadu,Madurai,625104,21,4,0,11,75,305,534,25,86,839,86,839,0.8076923076923077,0.15384615384615385,0.0,9.64367816091954
Tamil Nadu,Madurai,625105,15,6,0,14,41,412,569,21,55,981,55,981,0.6818181818181818,0.2727272727272727,0.0,17.517857142857142
Tamil Nadu,Madurai,625106,194,19,12,179,1238,1667,2358,225,1417,4025,1417,4025,0.8584070796460177,0.084070796460177,0.05309734513274336,2.8385049365303243
Tamil Nadu,Madurai,625107,58,9,0,143,830,926,1511,67,973,2437,973,2437,0.8529411764705882,0.1323529411764706,0.0,2.5020533880903493
Tamil Nadu,Madurai,625108,15,3,0,19,75,389,670,18,94,1059,94,1059,0.7894736842105263,0.15789473684210525,0.0,11.147368421052631
Tamil Nadu,Madurai,625109,96,2,0,56,491,960,1186,98,547,2146,547,2146,0.9696969696969697,0.020202020202020204,0.0,3.9160583941605838
Tamil Nadu,Madurai,625110,15,0,0,8,42,253,436,15,50,689,50,689,0.9375,0.0,0.0,13.509803921568627
Tamil Nadu,Madurai,625122,25,3,0,10,50,378,536,28,60,914,60,914,0.8620689655172413,0.10344827586206896,0.0,14.98360655737705
Tamil Nadu,Madurai,625201,36,7,0,18,126,557,775,43,144,1332,144,1332,0.8181818181818182,0.1590909090909091,0.0,9.186206896551724
Tamil Nadu,Madurai,625205,36,1,0,12,51,286,258,37,63,544,63,544,0.9473684210526315,0.02631578947368421,0.0,8.5
Tamil Nadu,Madurai,625207,46,9,0,19,120,602,1010,55,139,1612,139,1612,0.8214285714285714,0.16071428571428573,0.0,11.514285714285714
Tamil Nadu,Madurai,625209,2,0,0,0,3,5,5,2,3,10,3,10,0.6666666666666666,0.0,0.0,2.5
Tamil Nadu,Madurai,625214,27,3,0,11,66,539,504,30,77,1043,77,1043,0.8709677419354839,0.0967741935483871,0.0,13.371794871794872
Tamil Nadu,Madurai,625218,65,14,0,23,100,1061,1053,79,123,2114,123,2114,0.8125,0.175,0.0,17.048387096774192
Tamil Nadu,Madurai,625221,28,5,0,16,75,494,429,33,91,923,91,923,0.8235294117647058,0.14705882352941177,0.0,10.032608695652174
Tamil Nadu,Madurai,625234,36,3,0,14,66,422,408,39,80,830,80,830,0.9,0.075,0.0,10.246913580246913
Tamil Nadu,Madurai,625301,71,7,0,16,105,1097,3105,78,121,4202,121,4202,0.8987341772151899,0.08860759493670886,0.0,34.442622950819676
Tamil Nadu,Madurai,625402,39,8,0,28,206,812,1188,47,234,2000,234,2000,0.8125,0.16666666666666666,0.0,8.51063829787234
Tamil Nadu,Madurai,625501,72,6,0,43,167,783,871,78,210,1654,210,1654,0.9113924050632911,0.0759493670886076,0.0,7.838862559241706
Tamil Nadu,Madurai,625502,6,1,0,4,26,87,93,7,30,180,30,180,0.75,0.125,0.0,5.806451612903226
Tamil Nadu,Madurai,625503,100,6,0,39,154,1186,1219,106,193,2405,193,2405,0.9345794392523364,0.056074766355140186,0.0,12.396907216494846
Tamil Nadu,Madurai,625514,54,9,0,32,167,1121,2963,63,199,4084,199,4084,0.84375,0.140625,0.0,20.42
Tamil Nadu,Madurai,625527,20,4,0,16,99,604,1241,24,115,1845,115,1845,0.8,0.16,0.0,15.905172413793103
Tamil Nadu,Madurai,625529,22,6,0,22,79,545,527,28,101,1072,101,1072,0.7586206896551724,0.20689655172413793,0.0,10.509803921568627
Tamil Nadu,Madurai,625532,135,10,0,88,522,1934,2086,145,610,4020,610,4020,0.9246575342465754,0.0684931506849315,0.0,6.5793780687397705
Tamil Nadu,Madurai,625535,38,5,0,80,296,1329,1830,43,376,3159,376,3159,0.8636363636363636,0.11363636363636363,0.0,8.379310344827585
Tamil Nadu,Madurai,625537,71,14,0,47,486,635,649,85,533,1284,533,1284,0.8255813953488372,0.16279069767441862,0.0,2.404494382022472
Tamil Nadu,Madurai,625701,41,5,0,60,345,465,731,46,405,1196,405,1196,0.8723404255319149,0.10638297872340426,0.0,2.9458128078817736
Tamil Nadu,Madurai,625702,43,4,0,35,146,703,972,47,181,1675,181,1675,0.8958333333333334,0.08333333333333333,0.0,9.203296703296703
Tamil Nadu,Madurai,625703,60,4,0,49,161,619,1410,64,210,2029,210,2029,0.9230769230769231,0.06153846153846154,0.0,9.616113744075829
Tamil Nadu,Madurai,625704,25,2,0,34,321,452,357,27,355,809,355,809,0.8928571428571429,0.07142857142857142,0.0,2.2724719101123596
Tamil Nadu,Madurai,625705,25,2,0,76,545,643,1543,27,621,2186,621,2186,0.8928571428571429,0.07142857142857142,0.0,3.514469453376206
Tamil Nadu,Madurai,625706,151,5,0,95,527,2764,2118,156,622,4882,622,4882,0.9617834394904459,0.03184713375796178,0.0,7.836276083467094
Tamil Nadu,Madurai,625707,16,1,0,9,50,231,342,17,59,573,59,573,0.8888888888888888,0.05555555555555555,0.0,9.55
Tamil Nadu,Madurai,625708,8,1,0,3,27,102,181,9,30,283,30,283,0.8,0.1,0.0,9.129032258064516
Tamil Nadu,Mayiladuthurai,609001,13,0,0,38,269,354,128,13,307,482,307,482,0.9285714285714286,0.0,0.0,1.5649350649350648
Tamil Nadu,Mayiladuthurai,609003,5,0,0,0,10,27,15,5,10,42,10,42,0.8333333333333334,0.0,0.0,3.8181818181818183
Tamil Nadu,Mayiladuthurai,609101,7,1,0,16,81,107,41,8,97,148,97,148,0.7777777777777778,0.1111111111111111,0.0,1.510204081632653
Tamil Nadu,Mayiladuthurai,609102,2,0,0,2,21,69,24,2,23,93,23,93,0.6666666666666666,0.0,0.0,3.875
Tamil Nadu,Mayiladuthurai,609104,1,0,0,1,6,19,3,1,7,22,7,22,0.5,0.0,0.0,2.75
Tamil Nadu,Mayiladuthurai,609105,6,0,0,2,20,46,21,6,22,67,22,67,0.8571428571428571,0.0,0.0,2.9130434782608696
Tamil Nadu,Mayiladuthurai,609106,12,2,0,1,8,53,18,14,9,71,9,71,0.8,0.13333333333333333,0.0,7.1
Tamil Nadu,Mayiladuthurai,609107,1,1,0,2,7,1,0,2,9,1,9,1,0.3333333333333333,0.3333333333333333,0.0,0.1
Tamil Nadu,Mayiladuthurai,609108,5,0,0,2,10,56,20,5,12,76,12,76,0.8333333333333334,0.0,0.0,5.846153846153846
Tamil Nadu,Mayiladuthurai,609109,5,2,0,1,7,49,17,7,8,66,8,66,0.625,0.25,0.0,7.333333333333333
Tamil Nadu,Mayiladuthurai,609110,1,0,0,4,14,34,7,1,18,41,18,41,0.5,0.0,0.0,2.1578947368421053
Tamil Nadu,Mayiladuthurai,609111,3,2,0,2,20,50,26,5,22,76,22,76,0.5,0.3333333333333333,0.0,3.3043478260869565
Tamil Nadu,Mayiladuthurai,609112,1,0,0,1,5,6,0,1,6,6,6,6,0.5,0.0,0.0,0.8571428571428571
Tamil Nadu,Mayiladuthurai,609113,10,1,0,7,23,56,26,11,30,82,30,82,0.8333333333333334,0.08333333333333333,0.0,2.6451612903225805
Tamil Nadu,Mayiladuthurai,609114,4,2,0,0,9,19,5,6,9,24,9,24,0.5714285714285714,0.2857142857142857,0.0,2.4
Tamil Nadu,Mayiladuthurai,609115,1,0,0,0,2,3,0,1,2,3,2,3,0.5,0.0,0.0,1.0
Tamil Nadu,Mayiladuthurai,609116,1,1,0,1,2,17,6,2,3,23,3,23,0.3333333333333333,0.3333333333333333,0.0,5.75
Tamil Nadu,Mayiladuthurai,609117,2,4,0,0,6,29,8,6,6,37,6,37,0.2857142857142857,0.5714285714285714,0.0,5.285714285714286
Tamil Nadu,Mayiladuthurai,609118,5,1,0,4,16,26,5,6,20,31,20,31,0.7142857142857143,0.14285714285714285,0.0,1.4761904761904763
Tamil Nadu,Mayiladuthurai,609201,1,0,0,1,2,10,1,1,3,11,3,11,0.5,0.0,0.0,2.75
Tamil Nadu,Mayiladuthurai,609202,3,1,0,2,11,18,3,4,13,21,13,21,0.6,0.2,0.0,1.5
Tamil Nadu,Mayiladuthurai,609203,6,1,0,4,15,51,8,7,19,59,19,59,0.75,0.125,0.0,2.95
